2.75,0.06,0.48
2.76,-0.47,-0.08
2.75,0.08,-0.61
2.75,0.62,-0.05
2.75,0.07,-0.06
3.58,2.01,0.50
3.92,1.59,-0.04
3.59,1.99,-0.57
3.24,2.42,-0.04
3.58,2.01,-0.04
3.58,2.01,0.50
3.91,1.59,-0.03
3.59,1.99,-0.58
3.25,2.43,-0.03
3.58,2.01,-0.04
3.57,2.01,0.50
3.92,1.59,-0.04
3.60,2.00,-0.58
3.24,2.43,-0.04
3.58,2.01,-0.04
3.57,2.01,0.49
3.92,1.59,-0.02
3.61,1.99,-0.59
3.24,2.43,-0.04
3.58,2.01,-0.04
